idx,pass,fail,inconclusive,stage1_fail,pass_pct,fail_pct,inconclusive_pct
1,0,0,1,0,0.0,0.0,100.0
2,0,0,2,0,0.0,0.0,100.0
3,0,0,3,0,0.0,0.0,100.0
4,0,0,4,0,0.0,0.0,100.0
5,0,0,5,0,0.0,0.0,100.0
6,0,0,6,0,0.0,0.0,100.0
7,0,0,7,0,0.0,0.0,100.0
8,0,0,8,0,0.0,0.0,100.0
9,0,0,9,0,0.0,0.0,100.0
10,0,0,10,0,0.0,0.0,100.0
11,0,0,11,0,0.0,0.0,100.0
12,0,0,12,0,0.0,0.0,100.0
13,0,0,13,0,0.0,0.0,100.0
14,0,0,14,0,0.0,0.0,100.0
15,0,0,15,0,0.0,0.0,100.0
16,0,0,16,0,0.0,0.0,100.0
17,0,0,17,0,0.0,0.0,100.0
18,0,0,18,0,0.0,0.0,100.0
19,0,0,19,0,0.0,0.0,100.0
20,0,0,20,0,0.0,0.0,100.0
21,0,0,21,0,0.0,0.0,100.0
22,0,0,22,0,0.0,0.0,100.0
23,0,0,23,0,0.0,0.0,100.0
24,0,0,24,0,0.0,0.0,100.0
25,0,0,25,0,0.0,0.0,100.0
26,0,0,26,0,0.0,0.0,100.0
27,0,0,27,0,0.0,0.0,100.0
28,0,0,28,0,0.0,0.0,100.0
29,0,0,29,0,0.0,0.0,100.0
30,0,0,30,0,0.0,0.0,100.0
31,0,0,31,0,0.0,0.0,100.0
32,0,0,32,0,0.0,0.0,100.0
33,0,0,33,0,0.0,0.0,100.0
34,0,0,34,0,0.0,0.0,100.0
35,0,0,35,0,0.0,0.0,100.0
36,0,0,36,0,0.0,0.0,100.0
37,0,0,37,0,0.0,0.0,100.0
38,0,0,38,0,0.0,0.0,100.0
39,0,0,39,0,0.0,0.0,100.0
40,0,0,40,0,0.0,0.0,100.0
41,0,1,40,0,0.0,2.4,97.6
42,0,1,41,0,0.0,2.4,97.6
43,0,1,42,0,0.0,2.3,97.7
44,0,1,43,0,0.0,2.3,97.7
45,0,1,44,0,0.0,2.2,97.8
46,0,1,45,0,0.0,2.2,97.8
47,0,1,46,0,0.0,2.1,97.9
48,0,1,47,0,0.0,2.1,97.9
49,0,1,48,0,0.0,2.0,98.0
50,0,1,49,0,0.0,2.0,98.0
51,0,1,50,0,0.0,2.0,98.0
52,0,1,51,0,0.0,1.9,98.1
53,0,1,52,0,0.0,1.9,98.1
54,0,1,53,0,0.0,1.9,98.1
55,0,1,54,0,0.0,1.8,98.2
56,0,1,55,0,0.0,1.8,98.2
57,0,1,56,0,0.0,1.8,98.2
58,0,1,57,0,0.0,1.7,98.3
59,0,1,58,0,0.0,1.7,98.3
60,0,1,59,0,0.0,1.7,98.3
61,0,1,60,0,0.0,1.6,98.4
62,0,1,61,0,0.0,1.6,98.4
63,0,1,62,0,0.0,1.6,98.4
64,0,1,63,0,0.0,1.6,98.4
65,0,1,64,0,0.0,1.5,98.5
66,0,1,65,0,0.0,1.5,98.5
67,0,1,66,0,0.0,1.5,98.5
68,0,1,67,0,0.0,1.5,98.5
69,0,1,68,0,0.0,1.4,98.6
70,0,1,69,0,0.0,1.4,98.6
71,0,1,70,0,0.0,1.4,98.6
72,0,1,71,0,0.0,1.4,98.6
73,0,1,72,0,0.0,1.4,98.6
74,0,1,73,0,0.0,1.4,98.6
75,0,1,74,0,0.0,1.3,98.7
76,0,1,75,0,0.0,1.3,98.7
77,0,1,76,0,0.0,1.3,98.7
78,0,1,77,0,0.0,1.3,98.7
79,0,1,78,0,0.0,1.3,98.7
80,0,1,79,0,0.0,1.2,98.8
81,0,1,80,0,0.0,1.2,98.8
82,0,1,81,0,0.0,1.2,98.8
83,0,1,82,0,0.0,1.2,98.8
84,0,1,83,0,0.0,1.2,98.8
85,0,1,84,0,0.0,1.2,98.8
86,0,1,85,0,0.0,1.2,98.8
87,0,1,86,0,0.0,1.1,98.9
88,0,1,87,0,0.0,1.1,98.9
89,0,1,88,0,0.0,1.1,98.9
90,0,1,89,0,0.0,1.1,98.9
91,0,1,90,0,0.0,1.1,98.9
92,0,1,91,0,0.0,1.1,98.9
93,0,1,92,0,0.0,1.1,98.9
94,0,1,93,0,0.0,1.1,98.9
95,0,1,94,0,0.0,1.1,98.9
96,0,1,95,0,0.0,1.0,99.0
97,0,1,96,0,0.0,1.0,99.0
98,0,1,97,0,0.0,1.0,99.0
99,0,1,98,0,0.0,1.0,99.0
100,0,1,99,0,0.0,1.0,99.0
101,0,1,100,0,0.0,1.0,99.0
102,0,1,101,0,0.0,1.0,99.0
103,0,1,102,0,0.0,1.0,99.0
104,0,1,103,0,0.0,1.0,99.0
105,0,1,104,0,0.0,1.0,99.0
106,0,1,105,0,0.0,0.9,99.1
107,0,1,106,0,0.0,0.9,99.1
108,0,1,107,0,0.0,0.9,99.1
109,0,1,108,0,0.0,0.9,99.1
110,0,1,109,0,0.0,0.9,99.1
111,0,1,110,0,0.0,0.9,99.1
112,0,1,111,0,0.0,0.9,99.1
113,0,1,112,0,0.0,0.9,99.1
114,0,1,113,0,0.0,0.9,99.1
115,0,1,114,0,0.0,0.9,99.1
116,0,1,115,0,0.0,0.9,99.1
117,0,1,116,0,0.0,0.9,99.1
118,0,1,117,0,0.0,0.8,99.2
119,0,1,118,0,0.0,0.8,99.2
120,0,1,119,0,0.0,0.8,99.2
121,0,1,120,0,0.0,0.8,99.2
122,0,1,121,0,0.0,0.8,99.2
123,0,1,122,0,0.0,0.8,99.2
124,0,1,123,0,0.0,0.8,99.2
125,0,1,124,0,0.0,0.8,99.2
126,0,1,125,0,0.0,0.8,99.2
127,0,1,126,0,0.0,0.8,99.2
128,0,1,127,0,0.0,0.8,99.2
129,0,1,128,0,0.0,0.8,99.2
130,0,1,129,0,0.0,0.8,99.2
131,0,1,130,0,0.0,0.8,99.2
132,0,1,131,0,0.0,0.8,99.2
133,0,1,132,0,0.0,0.8,99.2
134,0,1,133,0,0.0,0.7,99.3
135,0,1,134,0,0.0,0.7,99.3
136,0,1,135,0,0.0,0.7,99.3
137,0,1,136,0,0.0,0.7,99.3
138,0,1,137,0,0.0,0.7,99.3
139,0,1,138,0,0.0,0.7,99.3
140,0,1,139,0,0.0,0.7,99.3
141,0,1,140,0,0.0,0.7,99.3
142,0,1,141,0,0.0,0.7,99.3
143,0,1,142,0,0.0,0.7,99.3
144,0,1,143,0,0.0,0.7,99.3
145,0,1,144,0,0.0,0.7,99.3
146,0,1,145,0,0.0,0.7,99.3
147,0,1,146,0,0.0,0.7,99.3
148,0,1,147,0,0.0,0.7,99.3
149,0,1,148,0,0.0,0.7,99.3
150,0,1,149,0,0.0,0.7,99.3
151,0,1,150,0,0.0,0.7,99.3
152,0,1,151,0,0.0,0.7,99.3
153,0,1,152,0,0.0,0.7,99.3
154,0,1,153,0,0.0,0.6,99.4
155,0,1,154,0,0.0,0.6,99.4
156,0,1,155,0,0.0,0.6,99.4
157,0,1,156,0,0.0,0.6,99.4
158,0,1,157,0,0.0,0.6,99.4
159,0,1,158,0,0.0,0.6,99.4
160,0,1,159,0,0.0,0.6,99.4
161,0,1,160,0,0.0,0.6,99.4
162,0,1,161,0,0.0,0.6,99.4
163,0,1,162,0,0.0,0.6,99.4
164,0,1,163,0,0.0,0.6,99.4
165,0,1,164,0,0.0,0.6,99.4
166,0,1,165,0,0.0,0.6,99.4
167,0,1,166,0,0.0,0.6,99.4
168,0,1,167,0,0.0,0.6,99.4
169,0,1,168,0,0.0,0.6,99.4
170,0,1,169,0,0.0,0.6,99.4
171,0,1,170,0,0.0,0.6,99.4
172,0,1,171,0,0.0,0.6,99.4
173,0,1,172,0,0.0,0.6,99.4
174,0,1,173,0,0.0,0.6,99.4
175,0,1,174,0,0.0,0.6,99.4
176,0,1,175,0,0.0,0.6,99.4
177,0,1,176,0,0.0,0.6,99.4
178,0,1,177,0,0.0,0.6,99.4
179,0,1,178,0,0.0,0.6,99.4
180,0,1,179,0,0.0,0.6,99.4
181,0,1,180,0,0.0,0.6,99.4
